-100.00,-88.52,-77.18,-66.13,-55.56,-45.72,-36.93,-29.55,-23.80,-19.43,-16.03,-13.29,-10.98,-8.98,-7.18,-5.55,-4.05,-2.65,-1.31,0.00
-100.00,-88.52,-77.18,-66.13,-55.56,-45.72,-36.93,-29.55,-23.80,-19.43,-16.03,-13.29,-10.98,-8.98,-7.18,-5.55,-4.05,-2.65,-1.31,0.00
-100.00,-88.39,-76.89,-65.65,-54.84,-44.67,-35.51,-27.92,-22.43,-18.45,-15.38,-12.86,-10.69,-8.76,-7.02,-5.42,-3.96,-2.58,-1.28,0.00
-100.00,-88.13,-76.35,-64.76,-53.46,-42.60,-32.53,-24.19,-19.55,-16.55,-14.17,-12.07,-10.15,-8.36,-6.70,-5.17,-3.76,-2.45,-1.21,0.00
-100.00,-87.78,-75.62,-63.57,-51.64,-39.75,-27.82,-16.76,-15.04,-14.02,-12.69,-11.12,-9.47,-7.83,-6.26,-4.80,-3.47,-2.26,-1.11,0.00
-100.00,-87.36,-74.77,-62.26,-49.77,-36.94,-22.25,-0.00,-9.83,-11.81,-11.43,-10.25,-8.79,-7.23,-5.70,-4.28,-3.07,-2.00,-0.99,0.00
-100.00,-86.90,-73.85,-60.92,-48.25,-35.98,-24.22,-13.65,-12.48,-11.94,-10.98,-9.68,-8.19,-6.61,-5.02,-3.56,-2.54,-1.67,-0.84,0.00
-100.00,-86.40,-72.80,-59.33,-46.32,-34.53,-25.01,-17.90,-14.51,-12.50,-10.86,-9.29,-7.69,-6.01,-4.20,-2.40,-1.85,-1.32,-0.69,0.00
-100.00,-85.88,-71.64,-57.28,-43.18,-30.80,-23.38,-18.43,-15.14,-12.69,-10.67,-8.92,-7.27,-5.53,-3.38,-0.00,-1.14,-1.06,-0.59,0.00
-100.00,-85.47,-70.59,-54.96,-38.32,-22.10,-19.29,-17.29,-14.94,-12.47,-10.20,-8.45,-6.96,-5.45,-3.80,-2.12,-1.65,-1.19,-0.62,0.00
-100.00,-85.42,-70.29,-53.66,-33.04,-0.00,-14.39,-16.51,-14.88,-12.03,-9.20,-7.74,-6.65,-5.51,-4.25,-3.03,-2.16,-1.43,-0.71,0.00
-100.00,-85.92,-71.49,-56.34,-40.18,-24.38,-21.76,-19.47,-16.03,-11.57,-6.85,-6.64,-6.40,-5.69,-4.67,-3.56,-2.55,-1.63,-0.80,0.00
-100.00,-86.75,-73.42,-60.04,-46.97,-35.57,-28.80,-23.57,-18.19,-11.37,-0.00,-5.57,-6.61,-6.17,-5.18,-4.01,-2.84,-1.76,-0.84,0.00
-100.00,-87.66,-75.41,-63.42,-52.08,-42.12,-34.32,-27.82,-21.79,-15.74,-9.98,-9.04,-8.29,-7.20,-5.88,-4.46,-3.03,-1.74,-0.80,0.00
-100.00,-88.49,-77.13,-66.14,-55.81,-46.52,-38.54,-31.61,-25.41,-19.81,-15.12,-12.33,-10.30,-8.47,-6.69,-4.90,-3.09,-1.37,-0.64,0.00
-100.00,-89.16,-78.50,-68.20,-58.50,-49.62,-41.69,-34.66,-28.43,-22.96,-18.38,-14.88,-12.09,-9.70,-7.51,-5.36,-3.07,-0.00,-0.37,0.00
-100.00,-89.66,-79.49,-69.67,-60.38,-51.77,-43.95,-36.93,-30.68,-25.22,-20.56,-16.70,-13.49,-10.73,-8.27,-5.98,-3.81,-1.80,-0.84,0.00
-100.00,-89.98,-80.13,-70.61,-61.56,-53.13,-45.40,-38.41,-32.17,-26.67,-21.93,-17.88,-14.44,-11.47,-8.85,-6.50,-4.39,-2.56,-1.19,0.00
-100.00,-90.14,-80.45,-71.06,-62.14,-53.79,-46.11,-39.14,-32.90,-27.39,-22.59,-18.46,-14.92,-11.85,-9.16,-6.78,-4.67,-2.86,-1.35,0.00
-100.00,-90.14,-80.45,-71.06,-62.14,-53.79,-46.11,-39.14,-32.90,-27.39,-22.59,-18.46,-14.92,-11.85,-9.16,-6.78,-4.67,-2.86,-1.35,0.00
